subject,version,character,act,event,position,coherence,lag,plot,response,rt,error,abs_error,condition,exclusion
401,3,Melvin,2,B,133,unrelated,long,sideplot,NA,NA,NA,NA,unrelated-long,exclude
401,3,Sandra,2,B,87,unrelated,short,sideplot,NA,NA,NA,NA,unrelated-short,exclude
401,3,Charles,1,A,1,mainplot,mainplot,mainplot,73,7473.4,72,72,mainplot,include
401,3,Charles,1,C,38,mainplot,mainplot,mainplot,NA,NA,NA,NA,mainplot,exclude
401,3,Charles,2,E,141,mainplot,mainplot,mainplot,NA,NA,NA,NA,mainplot,exclude
401,3,Charles,1,D,52,mainplot,mainplot,mainplot,62,2287.2,10,10,mainplot,include
401,3,Johnny,1,A,58,coherent,short,sideplot,94,4923.2,36,36,coherent-short,include
401,3,Beatrice,2,A,120,coherent,long,sideplot,123,2907.9,3,3,coherent-long,include
401,3,Charles,1,A,2,mainplot,mainplot,mainplot,64,3052.3,62,62,mainplot,include
401,3,Beatrice,2,A,118,coherent,long,sideplot,113,3115.5,-5,5,coherent-long,include
401,3,Charles,2,C,108,mainplot,mainplot,mainplot,113,6900.1,5,5,mainplot,include
401,3,Charles,2,E,138,mainplot,mainplot,mainplot,113,2987.6,-25,25,mainplot,include
401,3,Charles,2,E,143,mainplot,mainplot,mainplot,126,2740.7,-17,17,mainplot,include
401,3,Charles,2,A,74,mainplot,mainplot,mainplot,94,3573.1,20,20,mainplot,include
401,3,Sandra,1,A,41,unrelated,short,sideplot,16,2459.6,-25,25,unrelated-short,include
401,3,Charles,1,D,54,mainplot,mainplot,mainplot,42,1701.2,-12,12,mainplot,include
401,3,Charles,2,C,106,mainplot,mainplot,mainplot,94,1771.5,-12,12,mainplot,include
401,3,Charles,1,E,70,mainplot,mainplot,mainplot,103,6692.9,33,33,mainplot,include
401,3,Sandra,2,B,88,unrelated,short,sideplot,89,3468.6,1,1,unrelated-short,include
401,3,Sandra,1,A,42,unrelated,short,sideplot,36,2900.6,-6,6,unrelated-short,include
401,3,Melvin,1,A,29,unrelated,long,sideplot,40,3516.8,11,11,unrelated-long,include
401,3,Charles,1,B,20,mainplot,mainplot,mainplot,63,2188.6,43,43,mainplot,include
401,3,Charles,2,B,94,mainplot,mainplot,mainplot,100,1485.1,6,6,mainplot,include
401,3,Sandra,2,B,83,unrelated,short,sideplot,119,2460.9,36,36,unrelated-short,include
401,3,Charles,2,D,123,mainplot,mainplot,mainplot,127,1780.3,4,4,mainplot,include
401,3,Beatrice,1,A,12,coherent,long,sideplot,39,3292.5,27,27,coherent-long,include
401,3,Johnny,1,A,61,coherent,short,sideplot,56,1773.9,-5,5,coherent-short,include
401,3,Johnny,2,A,104,coherent,short,sideplot,95,2060.9,-9,9,coherent-short,include
401,3,Charles,2,D,126,mainplot,mainplot,mainplot,118,2692.6,-8,8,mainplot,include
401,3,Charles,1,A,5,mainplot,mainplot,mainplot,62,3364.3,57,57,mainplot,include
401,3,Charles,1,E,66,mainplot,mainplot,mainplot,55,2316.3,-11,11,mainplot,include
401,3,Melvin,2,B,132,unrelated,long,sideplot,25,4820.3,-107,107,unrelated-long,include
401,3,Charles,1,C,36,mainplot,mainplot,mainplot,52,5259.7,16,16,mainplot,include
401,3,Charles,1,A,8,mainplot,mainplot,mainplot,83,3019.7,75,75,mainplot,include
401,3,Melvin,2,B,129,unrelated,long,sideplot,50,2731.7,-79,79,unrelated-long,include
401,3,Johnny,2,A,99,coherent,short,sideplot,107,3437.9,8,8,coherent-short,include
401,3,Beatrice,1,A,13,coherent,long,sideplot,48,2116.6,35,35,coherent-long,include
401,3,Charles,1,C,35,mainplot,mainplot,mainplot,57,1572.3,22,22,mainplot,include
401,3,Charles,2,E,140,mainplot,mainplot,mainplot,128,4110,-12,12,mainplot,include
401,3,Charles,1,B,24,mainplot,mainplot,mainplot,50,3404.1,26,26,mainplot,include
401,3,Charles,1,B,18,mainplot,mainplot,mainplot,52,1996.2,34,34,mainplot,include
401,3,Charles,1,D,55,mainplot,mainplot,mainplot,51,2556.3,-4,4,mainplot,include
401,3,Charles,1,A,3,mainplot,mainplot,mainplot,59,1540.3,56,56,mainplot,include
401,3,Charles,2,D,124,mainplot,mainplot,mainplot,122,1540.7,-2,2,mainplot,include
401,3,Charles,2,C,109,mainplot,mainplot,mainplot,99,2502,-10,10,mainplot,include
401,3,Beatrice,1,A,9,coherent,long,sideplot,93,2780.4,84,84,coherent-long,include
401,3,Charles,2,A,76,mainplot,mainplot,mainplot,85,1853.3,9,9,mainplot,include
401,3,Beatrice,2,A,117,coherent,long,sideplot,102,1589,-15,15,coherent-long,include
401,3,Charles,2,B,91,mainplot,mainplot,mainplot,82,1653.1,-9,9,mainplot,include
401,3,Johnny,1,A,60,coherent,short,sideplot,41,2580.7,-19,19,coherent-short,include
401,3,Charles,1,C,33,mainplot,mainplot,mainplot,56,1972.5,23,23,mainplot,include
401,3,Melvin,1,A,26,unrelated,long,sideplot,27,1820.1,1,1,unrelated-long,include
401,3,Charles,2,D,127,mainplot,mainplot,mainplot,137,4300.8,10,10,mainplot,include
401,3,Sandra,1,A,43,unrelated,short,sideplot,32,2060.5,-11,11,unrelated-short,include
401,3,Melvin,1,A,27,unrelated,long,sideplot,27,3260.5,0,0,unrelated-long,include
401,3,Charles,1,C,37,mainplot,mainplot,mainplot,44,1805,7,7,mainplot,include
401,3,Charles,1,E,68,mainplot,mainplot,mainplot,66,2091.7,-2,2,mainplot,include
401,3,Charles,1,B,17,mainplot,mainplot,mainplot,53,2612.4,36,36,mainplot,include
401,3,Charles,1,C,40,mainplot,mainplot,mainplot,75,3588.4,35,35,mainplot,include
401,3,Charles,2,E,137,mainplot,mainplot,mainplot,126,3940.1,-11,11,mainplot,include
401,3,Melvin,1,A,30,unrelated,long,sideplot,33,1908.3,3,3,unrelated-long,include
401,3,Johnny,2,A,103,coherent,short,sideplot,117,3437.4,14,14,coherent-short,include
401,3,Johnny,1,A,63,coherent,short,sideplot,41,2211.9,-22,22,coherent-short,include
401,3,Johnny,1,A,64,coherent,short,sideplot,38,2596.4,-26,26,coherent-short,include
401,3,Charles,1,D,56,mainplot,mainplot,mainplot,74,3004.3,18,18,mainplot,include
401,3,Charles,1,E,65,mainplot,mainplot,mainplot,90,2636,25,25,mainplot,include
401,3,Charles,1,E,71,mainplot,mainplot,mainplot,27,2980,-44,44,mainplot,include
401,3,Johnny,2,A,101,coherent,short,sideplot,106,3620.4,5,5,coherent-short,include
401,3,Melvin,2,B,134,unrelated,long,sideplot,99,7013.7,-35,35,unrelated-long,include
401,3,Charles,2,D,125,mainplot,mainplot,mainplot,136,3036,11,11,mainplot,include
401,3,Melvin,2,B,131,unrelated,long,sideplot,126,2213.5,-5,5,unrelated-long,include
401,3,Beatrice,1,A,11,coherent,long,sideplot,33,2516.8,22,22,coherent-long,include
401,3,Charles,2,A,79,mainplot,mainplot,mainplot,88,5660.7,9,9,mainplot,include
401,3,Charles,1,E,72,mainplot,mainplot,mainplot,41,3843.8,-31,31,mainplot,include
401,3,Charles,2,B,96,mainplot,mainplot,mainplot,95,2948.2,-1,1,mainplot,include
401,3,Beatrice,2,A,119,coherent,long,sideplot,123,3628.9,4,4,coherent-long,include
401,3,Charles,1,D,50,mainplot,mainplot,mainplot,57,3340.4,7,7,mainplot,include
401,3,Charles,2,E,139,mainplot,mainplot,mainplot,138,2220.4,-1,1,mainplot,include
401,3,Sandra,1,A,48,unrelated,short,sideplot,27,1980,-21,21,unrelated-short,include
401,3,Charles,2,C,112,mainplot,mainplot,mainplot,100,1916.5,-12,12,mainplot,include
401,3,Charles,2,E,142,mainplot,mainplot,mainplot,139,4499.9,-3,3,mainplot,include
401,3,Sandra,2,B,84,unrelated,short,sideplot,113,2453.1,29,29,unrelated-short,include
401,3,Charles,1,C,34,mainplot,mainplot,mainplot,67,1469.2,33,33,mainplot,include
401,3,Charles,2,B,90,mainplot,mainplot,mainplot,100,1437.4,10,10,mainplot,include
401,3,Johnny,2,A,102,coherent,short,sideplot,107,3052.7,5,5,coherent-short,include
401,3,Charles,2,A,77,mainplot,mainplot,mainplot,74,5172.4,-3,3,mainplot,include
401,3,Sandra,2,B,86,unrelated,short,sideplot,95,2979.9,9,9,unrelated-short,include
401,3,Charles,2,D,128,mainplot,mainplot,mainplot,121,2013.1,-7,7,mainplot,include
401,3,Sandra,2,B,82,unrelated,short,sideplot,104,1468.6,22,22,unrelated-short,include
401,3,Beatrice,2,A,114,coherent,long,sideplot,109,2140.6,-5,5,coherent-long,include
401,3,Sandra,1,A,46,unrelated,short,sideplot,36,2109.8,-10,10,unrelated-short,include
401,3,Melvin,2,B,136,unrelated,long,sideplot,122,3628.4,-14,14,unrelated-long,include
401,3,Charles,1,C,39,mainplot,mainplot,mainplot,67,3421.3,28,28,mainplot,include
401,3,Charles,1,E,67,mainplot,mainplot,mainplot,98,2548,31,31,mainplot,include
401,3,Charles,2,C,110,mainplot,mainplot,mainplot,116,2420.9,6,6,mainplot,include
401,3,Sandra,2,B,85,unrelated,short,sideplot,107,2404.5,22,22,unrelated-short,include
401,3,Charles,2,C,105,mainplot,mainplot,mainplot,117,3188.2,12,12,mainplot,include
401,3,Charles,2,A,75,mainplot,mainplot,mainplot,92,1179.8,17,17,mainplot,include
401,3,Charles,2,B,95,mainplot,mainplot,mainplot,95,1534.4,0,0,mainplot,include
401,3,Charles,2,A,80,mainplot,mainplot,mainplot,75,1612.7,-5,5,mainplot,include
401,3,Sandra,2,B,81,unrelated,short,sideplot,88,2293.4,7,7,unrelated-short,include
401,3,Charles,1,B,19,mainplot,mainplot,mainplot,53,2588.4,34,34,mainplot,include
401,3,Beatrice,1,A,14,coherent,long,sideplot,48,1860.7,34,34,coherent-long,include
401,3,Melvin,1,A,31,unrelated,long,sideplot,34,1404.2,3,3,unrelated-long,include
401,3,Melvin,2,B,135,unrelated,long,sideplot,106,2820.7,-29,29,unrelated-long,include
401,3,Charles,1,A,4,mainplot,mainplot,mainplot,92,3933.2,88,88,mainplot,include
401,3,Charles,1,A,6,mainplot,mainplot,mainplot,99,2372.2,93,93,mainplot,include
401,3,Charles,2,C,111,mainplot,mainplot,mainplot,111,1748.9,0,0,mainplot,include
401,3,Johnny,2,A,97,coherent,short,sideplot,49,2013.2,-48,48,coherent-short,include
401,3,Beatrice,2,A,115,coherent,long,sideplot,121,1661,6,6,coherent-long,include
401,3,Charles,2,D,122,mainplot,mainplot,mainplot,126,2380.4,4,4,mainplot,include
401,3,Charles,1,A,7,mainplot,mainplot,mainplot,87,2796,80,80,mainplot,include
401,3,Charles,2,C,107,mainplot,mainplot,mainplot,89,2252.4,-18,18,mainplot,include
401,3,Melvin,2,B,130,unrelated,long,sideplot,94,3715.6,-36,36,unrelated-long,include
401,3,Charles,2,B,89,mainplot,mainplot,mainplot,75,1420,-14,14,mainplot,include
401,3,Melvin,1,A,32,unrelated,long,sideplot,27,1876.4,-5,5,unrelated-long,include
401,3,Charles,2,B,92,mainplot,mainplot,mainplot,91,3836.4,-1,1,mainplot,include
401,3,Beatrice,1,A,15,coherent,long,sideplot,17,2084.2,2,2,coherent-long,include
401,3,Johnny,1,A,59,coherent,short,sideplot,53,2068.3,-6,6,coherent-short,include
401,3,Johnny,2,A,100,coherent,short,sideplot,107,1644.1,7,7,coherent-short,include
401,3,Beatrice,1,A,16,coherent,long,sideplot,43,1972.2,27,27,coherent-long,include
401,3,Charles,1,D,51,mainplot,mainplot,mainplot,64,1493.6,13,13,mainplot,include
401,3,Beatrice,1,A,10,coherent,long,sideplot,35,1980.2,25,25,coherent-long,include
401,3,Beatrice,2,A,116,coherent,long,sideplot,101,1948,-15,15,coherent-long,include
401,3,Charles,2,E,144,mainplot,mainplot,mainplot,144,3173.4,0,0,mainplot,include
401,3,Sandra,1,A,45,unrelated,short,sideplot,24,2309.3,-21,21,unrelated-short,include
401,3,Johnny,1,A,62,coherent,short,sideplot,43,1788.9,-19,19,coherent-short,include
401,3,Melvin,1,A,28,unrelated,long,sideplot,17,3717.1,-11,11,unrelated-long,include
401,3,Sandra,1,A,44,unrelated,short,sideplot,21,1612.7,-23,23,unrelated-short,include
401,3,Sandra,1,A,47,unrelated,short,sideplot,31,2853,-16,16,unrelated-short,include
401,3,Charles,1,B,23,mainplot,mainplot,mainplot,92,2828.2,69,69,mainplot,include
401,3,Melvin,1,A,25,unrelated,long,sideplot,88,1571.9,63,63,unrelated-long,include
401,3,Charles,1,D,53,mainplot,mainplot,mainplot,53,2228.9,0,0,mainplot,include
401,3,Charles,1,B,21,mainplot,mainplot,mainplot,49,3413.4,28,28,mainplot,include
401,3,Charles,1,B,22,mainplot,mainplot,mainplot,61,1668.3,39,39,mainplot,include
401,3,Charles,2,A,73,mainplot,mainplot,mainplot,85,1588,12,12,mainplot,include
401,3,Charles,2,A,78,mainplot,mainplot,mainplot,82,1612.3,4,4,mainplot,include
401,3,Johnny,1,A,57,coherent,short,sideplot,97,2157.2,40,40,coherent-short,include
401,3,Charles,2,B,93,mainplot,mainplot,mainplot,90,1996.6,-3,3,mainplot,include
401,3,Johnny,2,A,98,coherent,short,sideplot,102,1397.2,4,4,coherent-short,include
401,3,Charles,2,D,121,mainplot,mainplot,mainplot,131,2268.3,10,10,mainplot,include
401,3,Charles,1,D,49,mainplot,mainplot,mainplot,59,3006,10,10,mainplot,include
401,3,Charles,1,E,69,mainplot,mainplot,mainplot,88,1484.6,19,19,mainplot,include
401,3,Beatrice,2,A,113,coherent,long,sideplot,97,1756.8,-16,16,coherent-long,include
403,10,Beatrice,2,B,101,unrelated,short,sideplot,48,4352.3,-53,53,unrelated-short,include
403,10,Charles,1,C,35,mainplot,mainplot,mainplot,38,2666.3,3,3,mainplot,include
403,10,Melvin,2,A,81,coherent,short,sideplot,88,4035.8,7,7,coherent-short,include
403,10,Melvin,1,A,42,coherent,short,sideplot,109,4571.6,67,67,coherent-short,include
403,10,Charles,2,A,73,mainplot,mainplot,mainplot,59,5460,-14,14,mainplot,include
403,10,Charles,1,E,72,mainplot,mainplot,mainplot,50,8868.2,-22,22,mainplot,include
403,10,Charles,1,D,50,mainplot,mainplot,mainplot,38,2898.3,-12,12,mainplot,include
403,10,Charles,2,A,80,mainplot,mainplot,mainplot,54,4197,-26,26,mainplot,include
403,10,Melvin,1,A,45,coherent,short,sideplot,105,2411.5,60,60,coherent-short,include
403,10,Charles,1,C,37,mainplot,mainplot,mainplot,33,5771.7,-4,4,mainplot,include
403,10,Charles,2,D,125,mainplot,mainplot,mainplot,133,7748,8,8,mainplot,include
403,10,Sandra,1,A,29,coherent,long,sideplot,49,3307.3,20,20,coherent-long,include
403,10,Charles,2,B,96,mainplot,mainplot,mainplot,70,5140.3,-26,26,mainplot,include
403,10,Charles,2,C,111,mainplot,mainplot,mainplot,88,5427.6,-23,23,mainplot,include
403,10,Charles,1,B,24,mainplot,mainplot,mainplot,16,4867.4,-8,8,mainplot,include
403,10,Charles,2,E,141,mainplot,mainplot,mainplot,123,3740.6,-18,18,mainplot,include
403,10,Beatrice,1,A,61,unrelated,short,sideplot,41,3140.3,-20,20,unrelated-short,include
403,10,Beatrice,1,A,60,unrelated,short,sideplot,33,3252.1,-27,27,unrelated-short,include
403,10,Melvin,2,A,83,coherent,short,sideplot,50,3580.3,-33,33,coherent-short,include
403,10,Charles,1,B,18,mainplot,mainplot,mainplot,11,4140.4,-7,7,mainplot,include
403,10,Beatrice,2,B,97,unrelated,short,sideplot,87,1899.1,-10,10,unrelated-short,include
403,10,Sandra,2,A,135,coherent,long,sideplot,65,2924.3,-70,70,coherent-long,include
403,10,Beatrice,2,B,99,unrelated,short,sideplot,85,2844.8,-14,14,unrelated-short,include
403,10,Charles,2,D,126,mainplot,mainplot,mainplot,110,4461,-16,16,mainplot,include
403,10,Charles,2,C,110,mainplot,mainplot,mainplot,88,3580.9,-22,22,mainplot,include
403,10,Melvin,1,A,46,coherent,short,sideplot,112,2132.5,66,66,coherent-short,include
403,10,Charles,2,B,95,mainplot,mainplot,mainplot,79,3637.7,-16,16,mainplot,include
403,10,Charles,1,D,52,mainplot,mainplot,mainplot,26,3724.6,-26,26,mainplot,include
403,10,Charles,2,B,92,mainplot,mainplot,mainplot,58,2716,-34,34,mainplot,include
403,10,Charles,2,E,138,mainplot,mainplot,mainplot,116,2333,-22,22,mainplot,include
403,10,Charles,2,C,108,mainplot,mainplot,mainplot,52,3108.4,-56,56,mainplot,include
403,10,Charles,2,E,139,mainplot,mainplot,mainplot,120,5204.3,-19,19,mainplot,include
403,10,Charles,2,D,122,mainplot,mainplot,mainplot,120,2740.1,-2,2,mainplot,include
403,10,Charles,1,C,33,mainplot,mainplot,mainplot,16,4067.5,-17,17,mainplot,include
403,10,Charles,1,B,19,mainplot,mainplot,mainplot,13,3068.2,-6,6,mainplot,include
403,10,Charles,2,A,79,mainplot,mainplot,mainplot,82,4067.8,3,3,mainplot,include
403,10,Johnny,1,A,11,unrelated,long,sideplot,19,5051.9,8,8,unrelated-long,include
403,10,Johnny,2,B,118,unrelated,long,sideplot,30,3819.9,-88,88,unrelated-long,include
403,10,Charles,1,A,2,mainplot,mainplot,mainplot,7,6540.6,5,5,mainplot,include
403,10,Sandra,2,A,132,coherent,long,sideplot,30,2923.6,-102,102,coherent-long,include
403,10,Charles,1,E,70,mainplot,mainplot,mainplot,53,4819.3,-17,17,mainplot,include
403,10,Charles,1,C,34,mainplot,mainplot,mainplot,10,3827.8,-24,24,mainplot,include
403,10,Charles,1,E,65,mainplot,mainplot,mainplot,20,8580.3,-45,45,mainplot,include
403,10,Charles,1,E,69,mainplot,mainplot,mainplot,36,7275.7,-33,33,mainplot,include
403,10,Charles,2,D,127,mainplot,mainplot,mainplot,128,2803.5,1,1,mainplot,include
403,10,Melvin,1,A,41,coherent,short,sideplot,52,2564,11,11,coherent-short,include
403,10,Sandra,1,A,25,coherent,long,sideplot,30,4523.9,5,5,coherent-long,include
403,10,Melvin,1,A,43,coherent,short,sideplot,112,4109.8,69,69,coherent-short,include
403,10,Beatrice,2,B,98,unrelated,short,sideplot,94,1612.7,-4,4,unrelated-short,include
403,10,Johnny,1,A,15,unrelated,long,sideplot,25,4653.3,10,10,unrelated-long,include
403,10,Johnny,1,A,9,unrelated,long,sideplot,24,2884.4,15,15,unrelated-long,include
403,10,Charles,2,B,93,mainplot,mainplot,mainplot,85,3172.9,-8,8,mainplot,include
403,10,Charles,2,D,121,mainplot,mainplot,mainplot,127,5603.7,6,6,mainplot,include
403,10,Charles,1,A,1,mainplot,mainplot,mainplot,4,3156.6,3,3,mainplot,include
403,10,Charles,1,C,36,mainplot,mainplot,mainplot,10,6614.2,-26,26,mainplot,include
403,10,Charles,1,D,49,mainplot,mainplot,mainplot,16,3052,-33,33,mainplot,include
403,10,Johnny,1,A,12,unrelated,long,sideplot,21,2044.8,9,9,unrelated-long,include
403,10,Charles,2,C,107,mainplot,mainplot,mainplot,92,2077.2,-15,15,mainplot,include
403,10,Charles,2,D,128,mainplot,mainplot,mainplot,117,2573,-11,11,mainplot,include
403,10,Johnny,1,A,16,unrelated,long,sideplot,21,1604.7,5,5,unrelated-long,include
403,10,Charles,1,E,71,mainplot,mainplot,mainplot,83,3349,12,12,mainplot,include
403,10,Sandra,1,A,27,coherent,long,sideplot,52,3052.9,25,25,coherent-long,include
403,10,Charles,2,E,143,mainplot,mainplot,mainplot,139,4341,-4,4,mainplot,include
403,10,Melvin,2,A,87,coherent,short,sideplot,50,1964.6,-37,37,coherent-short,include
403,10,Charles,2,C,105,mainplot,mainplot,mainplot,95,2748.5,-10,10,mainplot,include
403,10,Johnny,1,A,14,unrelated,long,sideplot,18,2597.2,4,4,unrelated-long,include
403,10,Sandra,1,A,26,coherent,long,sideplot,43,2492.6,17,17,coherent-long,include
403,10,Charles,2,E,144,mainplot,mainplot,mainplot,144,2340.5,0,0,mainplot,include
403,10,Beatrice,2,B,102,unrelated,short,sideplot,111,3955.3,9,9,unrelated-short,include
403,10,Johnny,2,B,116,unrelated,long,sideplot,25,6988.1,-91,91,unrelated-long,include
403,10,Beatrice,1,A,64,unrelated,short,sideplot,13,3620.6,-51,51,unrelated-short,include
403,10,Melvin,2,A,88,coherent,short,sideplot,53,1884.9,-35,35,coherent-short,include
403,10,Johnny,2,B,115,unrelated,long,sideplot,74,5509.6,-41,41,unrelated-long,include
403,10,Charles,2,C,109,mainplot,mainplot,mainplot,87,1494,-22,22,mainplot,include
403,10,Charles,2,E,140,mainplot,mainplot,mainplot,130,1964.7,-10,10,mainplot,include
403,10,Melvin,1,A,47,coherent,short,sideplot,116,1612.1,69,69,coherent-short,include
403,10,Charles,1,D,53,mainplot,mainplot,mainplot,12,7099.6,-41,41,mainplot,include
403,10,Beatrice,2,B,100,unrelated,short,sideplot,94,2916.8,-6,6,unrelated-short,include
403,10,Beatrice,1,A,58,unrelated,short,sideplot,32,1814.2,-26,26,unrelated-short,include
403,10,Johnny,2,B,119,unrelated,long,sideplot,64,4348.3,-55,55,unrelated-long,include
403,10,Charles,1,B,20,mainplot,mainplot,mainplot,7,3436.8,-13,13,mainplot,include
403,10,Melvin,2,A,84,coherent,short,sideplot,51,3803.9,-33,33,coherent-short,include
403,10,Johnny,2,B,120,unrelated,long,sideplot,61,3795.3,-59,59,unrelated-long,include
403,10,Charles,1,A,5,mainplot,mainplot,mainplot,5,9475.2,0,0,mainplot,include
403,10,Sandra,2,A,131,coherent,long,sideplot,32,6166.7,-99,99,coherent-long,include
403,10,Beatrice,2,B,104,unrelated,short,sideplot,91,1924.3,-13,13,unrelated-short,include
403,10,Charles,1,B,22,mainplot,mainplot,mainplot,6,2636.1,-16,16,mainplot,include
403,10,Charles,1,E,68,mainplot,mainplot,mainplot,23,3372.6,-45,45,mainplot,include
403,10,Charles,2,A,74,mainplot,mainplot,mainplot,90,2147.9,16,16,mainplot,include
403,10,Charles,2,C,106,mainplot,mainplot,mainplot,96,1539.7,-10,10,mainplot,include
403,10,Sandra,2,A,133,coherent,long,sideplot,28,2180.5,-105,105,coherent-long,include
403,10,Charles,2,A,76,mainplot,mainplot,mainplot,84,4197.1,8,8,mainplot,include
403,10,Beatrice,1,A,57,unrelated,short,sideplot,88,2101.6,31,31,unrelated-short,include
403,10,Charles,1,B,21,mainplot,mainplot,mainplot,7,3157.3,-14,14,mainplot,include
403,10,Sandra,2,A,129,coherent,long,sideplot,27,3267.7,-102,102,coherent-long,include
403,10,Charles,2,A,75,mainplot,mainplot,mainplot,91,2971.6,16,16,mainplot,include
403,10,Charles,1,D,55,mainplot,mainplot,mainplot,24,2627.9,-31,31,mainplot,include
403,10,Charles,2,A,77,mainplot,mainplot,mainplot,89,2595,12,12,mainplot,include
403,10,Charles,1,D,51,mainplot,mainplot,mainplot,17,2413.4,-34,34,mainplot,include
403,10,Charles,2,B,89,mainplot,mainplot,mainplot,85,2139.8,-4,4,mainplot,include
403,10,Johnny,2,B,117,unrelated,long,sideplot,31,1579.9,-86,86,unrelated-long,include
403,10,Johnny,2,B,114,unrelated,long,sideplot,37,1917.1,-77,77,unrelated-long,include
403,10,Charles,2,B,90,mainplot,mainplot,mainplot,88,2588.8,-2,2,mainplot,include
403,10,Charles,2,A,78,mainplot,mainplot,mainplot,81,2811.8,3,3,mainplot,include
403,10,Charles,1,A,6,mainplot,mainplot,mainplot,3,2603.8,-3,3,mainplot,include
403,10,Charles,1,C,38,mainplot,mainplot,mainplot,10,3923.4,-28,28,mainplot,include
403,10,Beatrice,1,A,59,unrelated,short,sideplot,32,2323.8,-27,27,unrelated-short,include
403,10,Melvin,2,A,82,coherent,short,sideplot,39,2693.4,-43,43,coherent-short,include
403,10,Charles,2,E,142,mainplot,mainplot,mainplot,131,3525.1,-11,11,mainplot,include
403,10,Sandra,1,A,28,coherent,long,sideplot,32,3012.3,4,4,coherent-long,include
403,10,Sandra,2,A,130,coherent,long,sideplot,31,1508,-99,99,coherent-long,include
403,10,Charles,2,D,124,mainplot,mainplot,mainplot,131,3508.4,7,7,mainplot,include
403,10,Johnny,2,B,113,unrelated,long,sideplot,12,2059.9,-101,101,unrelated-long,include
403,10,Charles,2,D,123,mainplot,mainplot,mainplot,125,2027.7,2,2,mainplot,include
403,10,Beatrice,1,A,62,unrelated,short,sideplot,39,1660.7,-23,23,unrelated-short,include
403,10,Charles,2,B,94,mainplot,mainplot,mainplot,95,2605,1,1,mainplot,include
403,10,Charles,1,D,56,mainplot,mainplot,mainplot,16,2556.5,-40,40,mainplot,include
403,10,Melvin,2,A,86,coherent,short,sideplot,54,1988.9,-32,32,coherent-short,include
403,10,Sandra,2,A,136,coherent,long,sideplot,56,1996.9,-80,80,coherent-long,include
403,10,Charles,1,E,66,mainplot,mainplot,mainplot,17,7180.3,-49,49,mainplot,include
403,10,Charles,1,B,23,mainplot,mainplot,mainplot,54,4548.5,31,31,mainplot,include
403,10,Beatrice,1,A,63,unrelated,short,sideplot,52,2324.2,-11,11,unrelated-short,include
403,10,Charles,1,A,4,mainplot,mainplot,mainplot,1,6333.3,-3,3,mainplot,include
403,10,Sandra,2,A,134,coherent,long,sideplot,51,1508.2,-83,83,coherent-long,include
403,10,Charles,1,C,39,mainplot,mainplot,mainplot,17,2964.5,-22,22,mainplot,include
403,10,Sandra,1,A,32,coherent,long,sideplot,97,3540.5,65,65,coherent-long,include
403,10,Melvin,2,A,85,coherent,short,sideplot,76,2908.5,-9,9,coherent-short,include
403,10,Melvin,1,A,48,coherent,short,sideplot,119,1995.7,71,71,coherent-short,include
403,10,Charles,2,C,112,mainplot,mainplot,mainplot,101,4388.5,-11,11,mainplot,include
403,10,Charles,1,B,17,mainplot,mainplot,mainplot,41,3292.4,24,24,mainplot,include
403,10,Charles,1,E,67,mainplot,mainplot,mainplot,6,3676.4,-61,61,mainplot,include
403,10,Charles,1,A,8,mainplot,mainplot,mainplot,92,2740.9,84,84,mainplot,include
403,10,Johnny,1,A,10,unrelated,long,sideplot,27,1899.7,17,17,unrelated-long,include
403,10,Charles,1,D,54,mainplot,mainplot,mainplot,27,5091.9,-27,27,mainplot,include
403,10,Johnny,1,A,13,unrelated,long,sideplot,19,2355.4,6,6,unrelated-long,include
403,10,Melvin,1,A,44,coherent,short,sideplot,127,2028.5,83,83,coherent-short,include
403,10,Sandra,1,A,31,coherent,long,sideplot,59,3796.1,28,28,coherent-long,include
403,10,Sandra,1,A,30,coherent,long,sideplot,49,1844.5,19,19,coherent-long,include
403,10,Charles,1,A,7,mainplot,mainplot,mainplot,4,7764,-3,3,mainplot,include
403,10,Charles,1,C,40,mainplot,mainplot,mainplot,13,2871.2,-27,27,mainplot,include
403,10,Beatrice,2,B,103,unrelated,short,sideplot,101,2203.9,-2,2,unrelated-short,include
403,10,Charles,1,A,3,mainplot,mainplot,mainplot,14,4611.7,11,11,mainplot,include
403,10,Charles,2,E,137,mainplot,mainplot,mainplot,128,3140.4,-9,9,mainplot,include
403,10,Charles,2,B,91,mainplot,mainplot,mainplot,97,1820.6,6,6,mainplot,include
404,29,Charles,1,A,8,mainplot,mainplot,mainplot,2,7433.1,-6,6,mainplot,include
404,29,Charles,2,A,78,mainplot,mainplot,mainplot,111,6387.9,33,33,mainplot,include
404,29,Charles,1,B,21,mainplot,mainplot,mainplot,9,5859.4,-12,12,mainplot,include
404,29,Charles,1,D,52,mainplot,mainplot,mainplot,30,6452.5,-22,22,mainplot,include
404,29,Charles,1,D,50,mainplot,mainplot,mainplot,42,5676.7,-8,8,mainplot,include
404,29,Charles,1,E,70,mainplot,mainplot,mainplot,NA,NA,NA,NA,mainplot,exclude
404,29,Melvin,2,B,100,coherent,short,sideplot,56,5798.1,-44,44,coherent-short,include
404,29,Charles,1,A,7,mainplot,mainplot,mainplot,11,3547.6,4,4,mainplot,include
