subject,version,character,act,event,position,coherence,lag,plot,response,rt,error,abs_error,condition,exclusion
436,19,Beatrice,1,B,9,coherent,long,sideplot,104,4123.8,95,95,coherent-long,include
436,19,Sandra,2,A,88,unrelated,short,sideplot,117,1323.9,29,29,unrelated-short,include
436,19,Charles,2,B,95,mainplot,mainplot,mainplot,66,2300.8,-29,29,mainplot,include
436,19,Charles,2,A,76,mainplot,mainplot,mainplot,20,2876.1,-56,56,mainplot,include
436,19,Melvin,1,B,26,unrelated,long,sideplot,21,1987.7,-5,5,unrelated-long,include
436,19,Beatrice,2,B,118,coherent,long,sideplot,113,2491.4,-5,5,coherent-long,include
436,19,Charles,1,C,36,mainplot,mainplot,mainplot,22,2340.5,-14,14,mainplot,include
436,19,Beatrice,2,B,117,coherent,long,sideplot,105,1676.4,-12,12,coherent-long,include
436,19,Charles,1,C,38,mainplot,mainplot,mainplot,13,1740.9,-25,25,mainplot,include
436,19,Charles,1,D,52,mainplot,mainplot,mainplot,19,2492.8,-33,33,mainplot,include
436,19,Charles,1,A,6,mainplot,mainplot,mainplot,1,1483.8,-5,5,mainplot,include
436,19,Sandra,1,B,44,unrelated,short,sideplot,102,1621.2,58,58,unrelated-short,include
436,19,Charles,2,C,112,mainplot,mainplot,mainplot,67,3372.4,-45,45,mainplot,include
436,19,Melvin,1,B,28,unrelated,long,sideplot,21,4140.4,-7,7,unrelated-long,include
436,19,Charles,2,B,96,mainplot,mainplot,mainplot,69,1435.7,-27,27,mainplot,include
436,19,Charles,1,B,17,mainplot,mainplot,mainplot,9,4564.3,-8,8,mainplot,include
436,19,Melvin,1,B,32,unrelated,long,sideplot,27,1628,-5,5,unrelated-long,include
436,19,Beatrice,2,B,115,coherent,long,sideplot,103,1732.4,-12,12,coherent-long,include
436,19,Beatrice,2,B,119,coherent,long,sideplot,104,1293.5,-15,15,coherent-long,include
436,19,Beatrice,2,B,114,coherent,long,sideplot,98,1171.9,-16,16,coherent-long,include
436,19,Charles,1,C,35,mainplot,mainplot,mainplot,14,1676.1,-21,21,mainplot,include
436,19,Charles,2,E,138,mainplot,mainplot,mainplot,11,1668.5,-127,127,mainplot,include
436,19,Charles,1,D,55,mainplot,mainplot,mainplot,15,2315.9,-40,40,mainplot,include
436,19,Melvin,1,B,27,unrelated,long,sideplot,10,1588.6,-17,17,unrelated-long,include
436,19,Charles,1,C,40,mainplot,mainplot,mainplot,18,2396.6,-22,22,mainplot,include
436,19,Charles,2,B,93,mainplot,mainplot,mainplot,74,1907.7,-19,19,mainplot,include
436,19,Charles,2,C,111,mainplot,mainplot,mainplot,77,1830.6,-34,34,mainplot,include
436,19,Johnny,1,B,63,coherent,short,sideplot,110,1395.6,47,47,coherent-short,include
436,19,Sandra,1,B,42,unrelated,short,sideplot,28,1644.8,-14,14,unrelated-short,include
436,19,Charles,2,D,126,mainplot,mainplot,mainplot,130,4820.2,4,4,mainplot,include
436,19,Charles,2,E,139,mainplot,mainplot,mainplot,139,3204.1,0,0,mainplot,include
436,19,Charles,2,B,91,mainplot,mainplot,mainplot,79,3411.7,-12,12,mainplot,include
436,19,Sandra,2,A,83,unrelated,short,sideplot,59,1484.1,-24,24,unrelated-short,include
436,19,Charles,2,C,106,mainplot,mainplot,mainplot,66,2716.5,-40,40,mainplot,include
436,19,Charles,2,B,90,mainplot,mainplot,mainplot,69,1419.5,-21,21,mainplot,include
436,19,Charles,2,A,80,mainplot,mainplot,mainplot,19,2484.4,-61,61,mainplot,include
436,19,Charles,2,D,123,mainplot,mainplot,mainplot,116,2258.9,-7,7,mainplot,include
436,19,Charles,1,A,7,mainplot,mainplot,mainplot,1,2235.6,-6,6,mainplot,include
436,19,Charles,2,E,141,mainplot,mainplot,mainplot,130,2019.9,-11,11,mainplot,include
436,19,Charles,1,E,66,mainplot,mainplot,mainplot,15,2524.3,-51,51,mainplot,include
436,19,Charles,2,A,74,mainplot,mainplot,mainplot,20,1427.6,-54,54,mainplot,include
436,19,Charles,2,C,109,mainplot,mainplot,mainplot,75,3716.3,-34,34,mainplot,include
436,19,Charles,1,E,71,mainplot,mainplot,mainplot,28,2748.5,-43,43,mainplot,include
436,19,Melvin,1,B,31,unrelated,long,sideplot,18,1859.5,-13,13,unrelated-long,include
436,19,Charles,2,E,140,mainplot,mainplot,mainplot,144,3307.9,4,4,mainplot,include
436,19,Sandra,2,A,85,unrelated,short,sideplot,54,1659.5,-31,31,unrelated-short,include
436,19,Charles,2,A,75,mainplot,mainplot,mainplot,65,2414.2,-10,10,mainplot,include
436,19,Charles,2,D,122,mainplot,mainplot,mainplot,52,1124.1,-70,70,mainplot,include
436,19,Charles,1,B,22,mainplot,mainplot,mainplot,61,860.5,39,39,mainplot,include
436,19,Charles,1,B,20,mainplot,mainplot,mainplot,54,932.7,34,34,mainplot,include
436,19,Sandra,1,B,48,unrelated,short,sideplot,47,1012.5,-1,1,unrelated-short,include
436,19,Charles,2,C,105,mainplot,mainplot,mainplot,50,925.3,-55,55,mainplot,include
436,19,Charles,1,A,4,mainplot,mainplot,mainplot,3,1907.8,-1,1,mainplot,include
436,19,Johnny,1,B,57,coherent,short,sideplot,42,1461.4,-15,15,coherent-short,include
436,19,Beatrice,1,B,10,coherent,long,sideplot,30,3317.2,20,20,coherent-long,include
436,19,Charles,2,D,121,mainplot,mainplot,mainplot,126,2252.4,5,5,mainplot,include
436,19,Charles,1,E,69,mainplot,mainplot,mainplot,19,2075.7,-50,50,mainplot,include
436,19,Charles,2,D,128,mainplot,mainplot,mainplot,128,2020.3,0,0,mainplot,include
436,19,Charles,2,E,144,mainplot,mainplot,mainplot,133,1339.7,-11,11,mainplot,include
436,19,Beatrice,2,B,120,coherent,long,sideplot,92,1405.6,-28,28,coherent-long,include
436,19,Beatrice,1,B,14,coherent,long,sideplot,92,1197.2,78,78,coherent-long,include
436,19,Melvin,2,A,134,unrelated,long,sideplot,42,1563.4,-92,92,unrelated-long,include
436,19,Charles,2,E,143,mainplot,mainplot,mainplot,144,1452.7,1,1,mainplot,include
436,19,Charles,1,B,23,mainplot,mainplot,mainplot,40,1820.3,17,17,mainplot,include
436,19,Johnny,1,B,60,coherent,short,sideplot,38,2037.2,-22,22,coherent-short,include
436,19,Sandra,2,A,82,unrelated,short,sideplot,41,1412.9,-41,41,unrelated-short,include
436,19,Sandra,2,A,84,unrelated,short,sideplot,47,1101.1,-37,37,unrelated-short,include
436,19,Charles,2,B,94,mainplot,mainplot,mainplot,70,1668.6,-24,24,mainplot,include
436,19,Charles,1,B,21,mainplot,mainplot,mainplot,17,1611.3,-4,4,mainplot,include
436,19,Melvin,2,A,133,unrelated,long,sideplot,17,1716,-116,116,unrelated-long,include
436,19,Johnny,1,B,61,coherent,short,sideplot,103,1188.1,42,42,coherent-short,include
436,19,Charles,1,B,18,mainplot,mainplot,mainplot,138,1708.4,120,120,mainplot,include
436,19,Sandra,1,B,47,unrelated,short,sideplot,56,1501.1,9,9,unrelated-short,include
436,19,Charles,1,A,3,mainplot,mainplot,mainplot,19,2220.4,16,16,mainplot,include
436,19,Charles,1,E,65,mainplot,mainplot,mainplot,34,1420.2,-31,31,mainplot,include
436,19,Charles,1,D,53,mainplot,mainplot,mainplot,29,2356.3,-24,24,mainplot,include
436,19,Charles,1,C,39,mainplot,mainplot,mainplot,22,1044.8,-17,17,mainplot,include
436,19,Sandra,1,B,46,unrelated,short,sideplot,25,2923.8,-21,21,unrelated-short,include
436,19,Johnny,1,B,59,coherent,short,sideplot,134,1419.3,75,75,coherent-short,include
436,19,Johnny,2,B,103,coherent,short,sideplot,36,1933,-67,67,coherent-short,include
436,19,Beatrice,1,B,15,coherent,long,sideplot,25,1015.8,10,10,coherent-long,include
437,19,Sandra,2,A,81,unrelated,short,sideplot,14,5282.5,-67,67,unrelated-short,include
437,19,Melvin,2,A,131,unrelated,long,sideplot,45,8690.9,-86,86,unrelated-long,include
437,19,Charles,2,D,124,mainplot,mainplot,mainplot,139,6305.3,15,15,mainplot,include
437,19,Johnny,2,B,101,coherent,short,sideplot,98,6521,-3,3,coherent-short,include
437,19,Sandra,2,A,88,unrelated,short,sideplot,62,3626.9,-26,26,unrelated-short,include
437,19,Charles,1,C,37,mainplot,mainplot,mainplot,22,4507.2,-15,15,mainplot,include
437,19,Beatrice,1,B,13,coherent,long,sideplot,15,5947.3,2,2,coherent-long,include
437,19,Charles,2,B,91,mainplot,mainplot,mainplot,107,4747.6,16,16,mainplot,include
437,19,Melvin,1,B,25,unrelated,long,sideplot,26,2995.2,1,1,unrelated-long,include
437,19,Charles,2,D,126,mainplot,mainplot,mainplot,127,8891.2,1,1,mainplot,include
437,19,Charles,1,C,34,mainplot,mainplot,mainplot,6,5278,-28,28,mainplot,include
437,19,Charles,1,A,4,mainplot,mainplot,mainplot,30,5044.2,26,26,mainplot,include
437,19,Charles,2,E,140,mainplot,mainplot,mainplot,142,6587.7,2,2,mainplot,include
437,19,Johnny,1,B,64,coherent,short,sideplot,82,3483.5,18,18,coherent-short,include
437,19,Charles,1,B,17,mainplot,mainplot,mainplot,45,6180.5,28,28,mainplot,include
437,19,Charles,2,A,76,mainplot,mainplot,mainplot,82,3683.3,6,6,mainplot,include
437,19,Sandra,1,B,47,unrelated,short,sideplot,23,5971.6,-24,24,unrelated-short,include
437,19,Beatrice,1,B,16,coherent,long,sideplot,14,4164.1,-2,2,coherent-long,include
437,19,Melvin,2,A,129,unrelated,long,sideplot,76,5340.5,-53,53,unrelated-long,include
437,19,Beatrice,2,B,116,coherent,long,sideplot,56,5452.7,-60,60,coherent-long,include
437,19,Sandra,1,B,48,unrelated,short,sideplot,22,2780.1,-26,26,unrelated-short,include
437,19,Beatrice,2,B,115,coherent,long,sideplot,51,2443.7,-64,64,coherent-long,include
437,19,Charles,1,E,66,mainplot,mainplot,mainplot,48,5468.7,-18,18,mainplot,include
437,19,Sandra,2,A,82,unrelated,short,sideplot,32,5652.3,-50,50,unrelated-short,include
437,19,Beatrice,1,B,9,coherent,long,sideplot,21,6323.4,12,12,coherent-long,include
437,19,Sandra,1,B,44,unrelated,short,sideplot,66,2380.3,22,22,unrelated-short,include
437,19,Charles,2,D,127,mainplot,mainplot,mainplot,127,2908.8,0,0,mainplot,include
437,19,Johnny,2,B,97,coherent,short,sideplot,93,3628.3,-4,4,coherent-short,include
437,19,Charles,2,D,125,mainplot,mainplot,mainplot,139,2907.9,14,14,mainplot,include
437,19,Charles,1,D,55,mainplot,mainplot,mainplot,9,2644.3,-46,46,mainplot,include
437,19,Charles,1,D,54,mainplot,mainplot,mainplot,12,5244.7,-42,42,mainplot,include
437,19,Sandra,2,A,84,unrelated,short,sideplot,60,3188.9,-24,24,unrelated-short,include
437,19,Charles,1,E,72,mainplot,mainplot,mainplot,34,3108.4,-38,38,mainplot,include
437,19,Charles,2,B,95,mainplot,mainplot,mainplot,106,3019.8,11,11,mainplot,include
437,19,Johnny,1,B,62,coherent,short,sideplot,84,2588.7,22,22,coherent-short,include
437,19,Charles,1,C,35,mainplot,mainplot,mainplot,12,1924.4,-23,23,mainplot,include
437,19,Charles,1,D,50,mainplot,mainplot,mainplot,9,2147.8,-41,41,mainplot,include
437,19,Charles,2,A,74,mainplot,mainplot,mainplot,99,1804.6,25,25,mainplot,include
437,19,Sandra,1,B,45,unrelated,short,sideplot,62,3004.1,17,17,unrelated-short,include
437,19,Beatrice,1,B,14,coherent,long,sideplot,51,1683.9,37,37,coherent-long,include
437,19,Charles,2,C,108,mainplot,mainplot,mainplot,108,2236.7,0,0,mainplot,include
437,19,Beatrice,1,B,11,coherent,long,sideplot,14,2876.3,3,3,coherent-long,include
437,19,Charles,1,E,65,mainplot,mainplot,mainplot,38,4180.7,-27,27,mainplot,include
437,19,Melvin,2,A,135,unrelated,long,sideplot,94,3548.6,-41,41,unrelated-long,include
437,19,Sandra,1,B,46,unrelated,short,sideplot,54,2868.4,8,8,unrelated-short,include
437,19,Charles,1,B,21,mainplot,mainplot,mainplot,5,4876.8,-16,16,mainplot,include
437,19,Johnny,1,B,59,coherent,short,sideplot,89,1715.7,30,30,coherent-short,include
437,19,Charles,1,C,33,mainplot,mainplot,mainplot,8,2596.8,-25,25,mainplot,include
437,19,Johnny,1,B,57,coherent,short,sideplot,36,4300.1,-21,21,coherent-short,include
437,19,Charles,1,E,69,mainplot,mainplot,mainplot,21,2747.8,-48,48,mainplot,include
437,19,Charles,2,C,110,mainplot,mainplot,mainplot,116,2612.3,6,6,mainplot,include
437,19,Melvin,1,B,30,unrelated,long,sideplot,89,1565.2,59,59,unrelated-long,include
437,19,Beatrice,2,B,119,coherent,long,sideplot,59,4037.4,-60,60,coherent-long,include
437,19,Charles,1,C,40,mainplot,mainplot,mainplot,15,2493,-25,25,mainplot,include
437,19,Johnny,1,B,60,coherent,short,sideplot,94,1564.5,34,34,coherent-short,include
437,19,Charles,1,E,68,mainplot,mainplot,mainplot,67,4996.9,-1,1,mainplot,include
437,19,Charles,2,B,92,mainplot,mainplot,mainplot,103,1299.9,11,11,mainplot,include
437,19,Charles,1,A,8,mainplot,mainplot,mainplot,55,4564.6,47,47,mainplot,include
437,19,Melvin,1,B,29,unrelated,long,sideplot,83,3268,54,54,unrelated-long,include
437,19,Melvin,1,B,26,unrelated,long,sideplot,80,2283.4,54,54,unrelated-long,include
437,19,Sandra,1,B,41,unrelated,short,sideplot,37,2868.5,-4,4,unrelated-short,include
437,19,Charles,1,B,18,mainplot,mainplot,mainplot,3,2884.7,-15,15,mainplot,include
437,19,Melvin,2,A,130,unrelated,long,sideplot,98,7715.9,-32,32,unrelated-long,include
437,19,Charles,2,A,73,mainplot,mainplot,mainplot,103,4463.4,30,30,mainplot,include
437,19,Charles,2,B,94,mainplot,mainplot,mainplot,117,3875.9,23,23,mainplot,include
437,19,Charles,2,B,89,mainplot,mainplot,mainplot,98,2443.5,9,9,mainplot,include
437,19,Charles,1,D,51,mainplot,mainplot,mainplot,5,4219,-46,46,mainplot,include
437,19,Charles,2,C,111,mainplot,mainplot,mainplot,105,3412.9,-6,6,mainplot,include
437,19,Charles,1,A,6,mainplot,mainplot,mainplot,1,4253.1,-5,5,mainplot,include
437,19,Charles,1,C,36,mainplot,mainplot,mainplot,10,3244.8,-26,26,mainplot,include
437,19,Charles,2,C,112,mainplot,mainplot,mainplot,112,1965,0,0,mainplot,include
437,19,Charles,2,E,144,mainplot,mainplot,mainplot,144,6437.2,0,0,mainplot,include
437,19,Johnny,2,B,104,coherent,short,sideplot,105,1684.6,1,1,coherent-short,include
437,19,Charles,2,D,121,mainplot,mainplot,mainplot,125,3532.9,4,4,mainplot,include
437,19,Charles,1,B,20,mainplot,mainplot,mainplot,2,3740.4,-18,18,mainplot,include
437,19,Charles,1,A,3,mainplot,mainplot,mainplot,2,3917.7,-1,1,mainplot,include
437,19,Charles,1,B,24,mainplot,mainplot,mainplot,2,3140,-22,22,mainplot,include
437,19,Charles,2,E,142,mainplot,mainplot,mainplot,143,3012.4,1,1,mainplot,include
437,19,Charles,1,B,19,mainplot,mainplot,mainplot,5,2524.7,-14,14,mainplot,include
437,19,Charles,2,B,90,mainplot,mainplot,mainplot,102,3260.3,12,12,mainplot,include
437,19,Charles,1,A,1,mainplot,mainplot,mainplot,7,3035.6,6,6,mainplot,include
437,19,Johnny,2,B,102,coherent,short,sideplot,100,3251.6,-2,2,coherent-short,include
437,19,Beatrice,2,B,118,coherent,long,sideplot,67,3243.3,-51,51,coherent-long,include
437,19,Beatrice,2,B,113,coherent,long,sideplot,63,1420.1,-50,50,coherent-long,include
437,19,Charles,1,E,67,mainplot,mainplot,mainplot,9,4620.8,-58,58,mainplot,include
437,19,Melvin,2,A,132,unrelated,long,sideplot,33,3404.2,-99,99,unrelated-long,include
437,19,Melvin,1,B,32,unrelated,long,sideplot,84,2868.2,52,52,unrelated-long,include
437,19,Charles,1,A,7,mainplot,mainplot,mainplot,10,2877.3,3,3,mainplot,include
437,19,Charles,2,B,96,mainplot,mainplot,mainplot,100,1532.1,4,4,mainplot,include
437,19,Sandra,1,B,42,unrelated,short,sideplot,58,3724.9,16,16,unrelated-short,include
437,19,Melvin,2,A,136,unrelated,long,sideplot,53,2924.8,-83,83,unrelated-long,include
437,19,Charles,1,D,49,mainplot,mainplot,mainplot,12,3828.3,-37,37,mainplot,include
437,19,Charles,2,C,106,mainplot,mainplot,mainplot,102,1869,-4,4,mainplot,include
437,19,Beatrice,2,B,120,coherent,long,sideplot,47,2565.1,-73,73,coherent-long,include
437,19,Johnny,2,B,103,coherent,short,sideplot,86,3389.4,-17,17,coherent-short,include
437,19,Sandra,2,A,86,unrelated,short,sideplot,47,2996.9,-39,39,unrelated-short,include
437,19,Charles,2,D,128,mainplot,mainplot,mainplot,132,2404.3,4,4,mainplot,include
437,19,Charles,2,C,109,mainplot,mainplot,mainplot,103,1797,-6,6,mainplot,include
437,19,Charles,2,D,122,mainplot,mainplot,mainplot,136,7532.9,14,14,mainplot,include
437,19,Beatrice,2,B,114,coherent,long,sideplot,48,2436.1,-66,66,coherent-long,include
437,19,Charles,2,D,123,mainplot,mainplot,mainplot,124,1828.8,1,1,mainplot,include
437,19,Johnny,2,B,100,coherent,short,sideplot,80,3029,-20,20,coherent-short,include
437,19,Beatrice,1,B,15,coherent,long,sideplot,32,3021,17,17,coherent-long,include
437,19,Charles,2,A,78,mainplot,mainplot,mainplot,100,2461.6,22,22,mainplot,include
437,19,Charles,2,A,77,mainplot,mainplot,mainplot,90,4724.5,13,13,mainplot,include
437,19,Melvin,1,B,27,unrelated,long,sideplot,100,2355.9,73,73,unrelated-long,include
437,19,Charles,2,E,137,mainplot,mainplot,mainplot,125,1972.1,-12,12,mainplot,include
437,19,Charles,1,D,53,mainplot,mainplot,mainplot,13,1628.6,-40,40,mainplot,include
437,19,Charles,2,E,139,mainplot,mainplot,mainplot,130,2613.1,-9,9,mainplot,include
437,19,Charles,1,B,23,mainplot,mainplot,mainplot,9,7014.2,-14,14,mainplot,include
437,19,Sandra,1,B,43,unrelated,short,sideplot,57,1252.9,14,14,unrelated-short,include
437,19,Charles,1,E,71,mainplot,mainplot,mainplot,32,5668.4,-39,39,mainplot,include
437,19,Charles,2,E,143,mainplot,mainplot,mainplot,140,4484.5,-3,3,mainplot,include
437,19,Charles,2,C,107,mainplot,mainplot,mainplot,107,1708,0,0,mainplot,include
437,19,Charles,1,C,39,mainplot,mainplot,mainplot,12,2140,-27,27,mainplot,include
437,19,Charles,2,E,138,mainplot,mainplot,mainplot,131,3860.8,-7,7,mainplot,include
437,19,Charles,2,A,79,mainplot,mainplot,mainplot,98,1899.7,19,19,mainplot,include
437,19,Sandra,2,A,83,unrelated,short,sideplot,42,1308.2,-41,41,unrelated-short,include
437,19,Charles,1,C,38,mainplot,mainplot,mainplot,11,3125.1,-27,27,mainplot,include
437,19,Johnny,1,B,63,coherent,short,sideplot,98,2228.5,35,35,coherent-short,include
437,19,Charles,2,B,93,mainplot,mainplot,mainplot,118,1676.7,25,25,mainplot,include
437,19,Beatrice,1,B,10,coherent,long,sideplot,46,2037.7,36,36,coherent-long,include
437,19,Melvin,1,B,28,unrelated,long,sideplot,86,1924,58,58,unrelated-long,include
437,19,Charles,2,E,141,mainplot,mainplot,mainplot,137,2836.8,-4,4,mainplot,include
437,19,Charles,1,A,2,mainplot,mainplot,mainplot,16,2372,14,14,mainplot,include
437,19,Charles,2,A,75,mainplot,mainplot,mainplot,85,4955.8,10,10,mainplot,include
437,19,Charles,2,C,105,mainplot,mainplot,mainplot,98,1852.6,-7,7,mainplot,include
437,19,Melvin,2,A,134,unrelated,long,sideplot,51,8308.9,-83,83,unrelated-long,include
437,19,Melvin,2,A,133,unrelated,long,sideplot,59,2740.1,-74,74,unrelated-long,include
437,19,Melvin,1,B,31,unrelated,long,sideplot,86,1804.6,55,55,unrelated-long,include
437,19,Charles,1,A,5,mainplot,mainplot,mainplot,138,3204.6,133,133,mainplot,include
437,19,Charles,2,A,80,mainplot,mainplot,mainplot,92,1467.9,12,12,mainplot,include
437,19,Johnny,1,B,58,coherent,short,sideplot,80,6876.2,22,22,coherent-short,include
437,19,Sandra,2,A,85,unrelated,short,sideplot,52,3686.5,-33,33,unrelated-short,include
437,19,Johnny,2,B,99,coherent,short,sideplot,92,2429.3,-7,7,coherent-short,include
437,19,Sandra,2,A,87,unrelated,short,sideplot,60,1924.7,-27,27,unrelated-short,include
437,19,Beatrice,2,B,117,coherent,long,sideplot,50,2925.4,-67,67,coherent-long,include
437,19,Charles,1,D,56,mainplot,mainplot,mainplot,12,2613.3,-44,44,mainplot,include
437,19,Johnny,1,B,61,coherent,short,sideplot,87,2748.5,26,26,coherent-short,include
437,19,Charles,1,E,70,mainplot,mainplot,mainplot,55,5628.5,-15,15,mainplot,include
437,19,Charles,1,B,22,mainplot,mainplot,mainplot,17,3459.7,-5,5,mainplot,include
437,19,Beatrice,1,B,12,coherent,long,sideplot,46,2076.4,34,34,coherent-long,include
437,19,Charles,1,D,52,mainplot,mainplot,mainplot,9,2741.7,-43,43,mainplot,include
437,19,Johnny,2,B,98,coherent,short,sideplot,86,2508.9,-12,12,coherent-short,include
438,17,Charles,2,D,124,mainplot,mainplot,mainplot,132,3879,8,8,mainplot,include
438,17,Charles,2,C,110,mainplot,mainplot,mainplot,104,2218.9,-6,6,mainplot,include
438,17,Beatrice,2,A,113,unrelated,long,sideplot,87,3539.5,-26,26,unrelated-long,include
438,17,Charles,2,A,76,mainplot,mainplot,mainplot,88,3411.6,12,12,mainplot,include
438,17,Charles,2,E,140,mainplot,mainplot,mainplot,133,2364.1,-7,7,mainplot,include
438,17,Johnny,2,B,101,coherent,short,sideplot,79,2781,-22,22,coherent-short,include
438,17,Charles,1,D,54,mainplot,mainplot,mainplot,49,1571.9,-5,5,mainplot,include
438,17,Beatrice,1,B,16,unrelated,long,sideplot,6,2099.2,-10,10,unrelated-long,include
438,17,Charles,1,D,51,mainplot,mainplot,mainplot,34,2028.9,-17,17,mainplot,include
438,17,Charles,2,E,138,mainplot,mainplot,mainplot,141,2859.4,3,3,mainplot,include
438,17,Charles,2,B,90,mainplot,mainplot,mainplot,109,1619.3,19,19,mainplot,include
438,17,Melvin,1,B,30,coherent,long,sideplot,23,2956.4,-7,7,coherent-long,include
438,17,Beatrice,2,A,116,unrelated,long,sideplot,88,1732.8,-28,28,unrelated-long,include
438,17,Charles,2,E,139,mainplot,mainplot,mainplot,30,3596.9,-109,109,mainplot,include
438,17,Johnny,2,B,97,coherent,short,sideplot,57,2428.7,-40,40,coherent-short,include
438,17,Charles,2,A,74,mainplot,mainplot,mainplot,94,2412.6,20,20,mainplot,include
438,17,Charles,2,B,92,mainplot,mainplot,mainplot,106,1804.5,14,14,mainplot,include
438,17,Charles,2,C,109,mainplot,mainplot,mainplot,123,2779.6,14,14,mainplot,include
438,17,Charles,1,C,36,mainplot,mainplot,mainplot,38,1652.1,2,2,mainplot,include
438,17,Melvin,1,B,31,coherent,long,sideplot,70,1971.5,39,39,coherent-long,include
438,17,Beatrice,2,A,117,unrelated,long,sideplot,90,2147.3,-27,27,unrelated-long,include
438,17,Melvin,2,B,130,coherent,long,sideplot,99,2084,-31,31,coherent-long,include
438,17,Johnny,1,B,64,coherent,short,sideplot,89,2931.9,25,25,coherent-short,include
438,17,Charles,1,B,24,mainplot,mainplot,mainplot,19,2228.2,-5,5,mainplot,include
438,17,Charles,1,B,21,mainplot,mainplot,mainplot,25,3196.4,4,4,mainplot,include
438,17,Beatrice,2,A,115,unrelated,long,sideplot,93,2797.2,-22,22,unrelated-long,include
438,17,Charles,2,E,137,mainplot,mainplot,mainplot,130,2525.2,-7,7,mainplot,include
438,17,Melvin,2,B,135,coherent,long,sideplot,59,1548.1,-76,76,coherent-long,include
438,17,Charles,1,B,19,mainplot,mainplot,mainplot,12,3347.7,-7,7,mainplot,include
438,17,Melvin,2,B,129,coherent,long,sideplot,37,2220.8,-92,92,coherent-long,include
438,17,Charles,2,A,80,mainplot,mainplot,mainplot,54,2109.3,-26,26,mainplot,include
438,17,Charles,1,B,17,mainplot,mainplot,mainplot,4,2532.7,-13,13,mainplot,include
438,17,Charles,1,A,6,mainplot,mainplot,mainplot,38,2845.1,32,32,mainplot,include
438,17,Sandra,1,B,48,unrelated,short,sideplot,20,2916.4,-28,28,unrelated-short,include
438,17,Charles,2,A,79,mainplot,mainplot,mainplot,56,1677,-23,23,mainplot,include
438,17,Sandra,2,A,85,unrelated,short,sideplot,90,2748.7,5,5,unrelated-short,include
438,17,Charles,2,B,96,mainplot,mainplot,mainplot,114,2715.7,18,18,mainplot,include
438,17,Melvin,2,B,136,coherent,long,sideplot,80,2739.3,-56,56,coherent-long,include
438,17,Melvin,1,B,32,coherent,long,sideplot,52,3098.7,20,20,coherent-long,include
438,17,Johnny,1,B,63,coherent,short,sideplot,98,2469.6,35,35,coherent-short,include
438,17,Charles,1,C,40,mainplot,mainplot,mainplot,30,2285.7,-10,10,mainplot,include
438,17,Beatrice,1,B,9,unrelated,long,sideplot,96,4084.5,87,87,unrelated-long,include
438,17,Charles,1,D,49,mainplot,mainplot,mainplot,24,1533.5,-25,25,mainplot,include
438,17,Melvin,2,B,132,coherent,long,sideplot,82,1740,-50,50,coherent-long,include
438,17,Beatrice,1,B,15,unrelated,long,sideplot,1,1795.8,-14,14,unrelated-long,include
438,17,Sandra,1,B,41,unrelated,short,sideplot,82,4468.1,41,41,unrelated-short,include
438,17,Charles,1,E,72,mainplot,mainplot,mainplot,78,5115.4,6,6,mainplot,include
438,17,Charles,1,A,3,mainplot,mainplot,mainplot,38,2124.4,35,35,mainplot,include
438,17,Charles,2,B,94,mainplot,mainplot,mainplot,100,1956.9,6,6,mainplot,include
438,17,Charles,2,E,141,mainplot,mainplot,mainplot,136,2237.4,-5,5,mainplot,include
438,17,Charles,1,E,69,mainplot,mainplot,mainplot,80,1949.3,11,11,mainplot,include
438,17,Beatrice,2,A,120,unrelated,long,sideplot,100,1788.6,-20,20,unrelated-long,include
438,17,Johnny,1,B,61,coherent,short,sideplot,80,1539.4,19,19,coherent-short,include
438,17,Charles,1,B,22,mainplot,mainplot,mainplot,40,1764.2,18,18,mainplot,include
438,17,Sandra,2,A,81,unrelated,short,sideplot,90,1995.7,9,9,unrelated-short,include
438,17,Charles,1,D,56,mainplot,mainplot,mainplot,50,1699.9,-6,6,mainplot,include
438,17,Charles,1,D,55,mainplot,mainplot,mainplot,37,1740,-18,18,mainplot,include
438,17,Charles,2,C,111,mainplot,mainplot,mainplot,100,1212.8,-11,11,mainplot,include
438,17,Melvin,2,B,131,coherent,long,sideplot,75,1269.5,-56,56,coherent-long,include
438,17,Charles,1,C,33,mainplot,mainplot,mainplot,20,1725.4,-13,13,mainplot,include
438,17,Charles,2,C,105,mainplot,mainplot,mainplot,106,1860.9,1,1,mainplot,include
438,17,Charles,1,A,5,mainplot,mainplot,mainplot,14,3299.6,9,9,mainplot,include
438,17,Charles,2,D,126,mainplot,mainplot,mainplot,105,1692.1,-21,21,mainplot,include
438,17,Sandra,2,A,87,unrelated,short,sideplot,60,3923.5,-27,27,unrelated-short,include
438,17,Sandra,1,B,47,unrelated,short,sideplot,26,2595.7,-21,21,unrelated-short,include
438,17,Charles,2,B,95,mainplot,mainplot,mainplot,98,1532.9,3,3,mainplot,include
438,17,Charles,1,C,34,mainplot,mainplot,mainplot,17,2299.9,-17,17,mainplot,include
438,17,Beatrice,2,A,118,unrelated,long,sideplot,83,3820.7,-35,35,unrelated-long,include
438,17,Charles,1,C,39,mainplot,mainplot,mainplot,14,2708.2,-25,25,mainplot,include
438,17,Charles,1,A,8,mainplot,mainplot,mainplot,67,2868.8,59,59,mainplot,include
438,17,Sandra,1,B,45,unrelated,short,sideplot,33,1940.8,-12,12,unrelated-short,include
