subject,version,character_1,act_1,event_1,image_1,position_1,character_2,act_2,event_2,image_2,position_2,coherence,lag,plot,response,correct_distance,rt,stimulus,condition,trial_index,error,abs_error
342,1,Sandra,1,A,4,44,Sandra,2,B,4,84,unrelated,short,NA,100,39,2443.7,"[""<img src=\""jspsych/stimuli/sandra1A4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B4.png\"" width=\""480\"" height=\""270\"">""]",across,62,61,61
342,1,Johnny,1,A,6,62,Charles,1,E,6,70,coherent,short,NA,43,7,9611.9,"[""<img src=\""jspsych/stimuli/johnny1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1E6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,63,36,36
342,1,Charles,2,E,1,137,Charles,1,E,6,142,mainplot,mainplot,NA,36,4,2576,"[""<img src=\""jspsych/stimuli/charles2E1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1E6.png\"" width=\""480\"" height=\""270\"">""]",within,64,32,32
342,1,Beatrice,1,A,6,14,Beatrice,2,B,1,113,unrelated,long,NA,107,98,5213.4,"[""<img src=\""jspsych/stimuli/beatrice1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B1.png\"" width=\""480\"" height=\""270\"">""]",across,65,9,9
342,1,Johnny,1,A,7,63,Johnny,2,A,5,101,coherent,short,NA,35,37,3371.8,"[""<img src=\""jspsych/stimuli/johnny1A7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A5.png\"" width=\""480\"" height=\""270\"">""]",across,66,-2,2
342,1,Johnny,1,A,2,58,Johnny,2,A,8,104,coherent,short,NA,99,45,1300.3,"[""<img src=\""jspsych/stimuli/johnny1A2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A8.png\"" width=\""480\"" height=\""270\"">""]",across,67,54,54
342,1,Charles,1,B,2,18,Charles,2,D,2,122,mainplot,long,NA,101,103,2452.2,"[""<img src=\""jspsych/stimuli/charles1B2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D2.png\"" width=\""480\"" height=\""270\"">""]",across,68,-2,2
342,1,Johnny,1,A,4,60,Johnny,2,A,8,104,coherent,short,NA,84,43,6052.5,"[""<img src=\""jspsych/stimuli/johnny1A4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A8.png\"" width=\""480\"" height=\""270\"">""]",across,69,41,41
342,1,Beatrice,1,A,1,9,Beatrice,2,B,4,116,unrelated,long,NA,71,106,6233,"[""<img src=\""jspsych/stimuli/beatrice1A1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B4.png\"" width=\""480\"" height=\""270\"">""]",across,70,-35,35
342,1,Charles,1,B,4,20,Charles,1,D,5,53,mainplot,mainplot,NA,34,32,2683.6,"[""<img src=\""jspsych/stimuli/charles1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1D5.png\"" width=\""480\"" height=\""270\"">""]",random,71,2,2
342,1,Sandra,1,A,6,46,Sandra,2,B,1,81,unrelated,short,NA,37,34,2556,"[""<img src=\""jspsych/stimuli/sandra1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B1.png\"" width=\""480\"" height=\""270\"">""]",across,73,3,3
342,1,Charles,1,B,7,23,Charles,2,D,7,127,mainplot,long,NA,96,103,2567.2,"[""<img src=\""jspsych/stimuli/charles1B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D7.png\"" width=\""480\"" height=\""270\"">""]",across,74,-7,7
342,1,Charles,2,B,3,91,Charles,2,C,1,105,mainplot,mainplot,NA,14,13,3284.3,"[""<img src=\""jspsych/stimuli/charles2B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C1.png\"" width=\""480\"" height=\""270\"">""]",random,75,1,1
342,1,Charles,1,A,6,6,Charles,2,C,6,110,mainplot,long,NA,121,103,4891.8,"[""<img src=\""jspsych/stimuli/charles1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C6.png\"" width=\""480\"" height=\""270\"">""]",across,76,18,18
342,1,Charles,1,B,6,22,Charles,1,B,7,23,mainplot,mainplot,NA,23,0,1611.4,"[""<img src=\""jspsych/stimuli/charles1B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1B7.png\"" width=\""480\"" height=\""270\"">""]",within,77,23,23
342,1,Beatrice,1,A,6,14,Beatrice,2,B,4,116,unrelated,long,NA,111,101,1972.8,"[""<img src=\""jspsych/stimuli/beatrice1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B4.png\"" width=\""480\"" height=\""270\"">""]",across,78,10,10
342,1,Charles,1,C,1,33,Charles,2,D,1,121,mainplot,mainplot,NA,25,87,3068.6,"[""<img src=\""jspsych/stimuli/charles1C1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D1.png\"" width=\""480\"" height=\""270\"">""]",random,79,-62,62
342,1,Charles,2,A,3,75,Sandra,2,B,3,83,unrelated,short,NA,108,7,1988.1,"[""<img src=\""jspsych/stimuli/charles2A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B3.png\"" width=\""480\"" height=\""270\"">""]",adjacent,80,101,101
342,1,Charles,1,A,4,4,Charles,2,C,4,108,mainplot,long,NA,36,103,1684.9,"[""<img src=\""jspsych/stimuli/charles1A4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C4.png\"" width=\""480\"" height=\""270\"">""]",across,81,-67,67
342,1,Beatrice,1,A,4,12,Beatrice,2,B,4,116,unrelated,long,NA,105,103,1156,"[""<img src=\""jspsych/stimuli/beatrice1A4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B4.png\"" width=\""480\"" height=\""270\"">""]",across,82,2,2
342,1,Charles,1,D,1,49,Johnny,1,A,1,57,coherent,short,NA,107,7,1108.7,"[""<img src=\""jspsych/stimuli/charles1D1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny1A1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,83,100,100
342,1,Johnny,1,A,4,60,Johnny,2,A,4,100,coherent,short,NA,105,39,1316.9,"[""<img src=\""jspsych/stimuli/johnny1A4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A4.png\"" width=\""480\"" height=\""270\"">""]",across,84,66,66
342,1,Johnny,2,A,1,97,Charles,2,C,1,105,coherent,short,NA,114,7,2653.2,"[""<img src=\""jspsych/stimuli/johnny2A1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,85,107,107
342,1,Sandra,1,A,6,46,Sandra,2,B,6,86,unrelated,short,NA,112,39,1507.9,"[""<img src=\""jspsych/stimuli/sandra1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B6.png\"" width=\""480\"" height=\""270\"">""]",across,86,73,73
342,1,Johnny,1,A,8,64,Johnny,2,A,4,100,coherent,short,NA,114,35,2308.6,"[""<img src=\""jspsych/stimuli/johnny1A8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A4.png\"" width=\""480\"" height=\""270\"">""]",across,87,79,79
342,1,Johnny,1,A,8,64,Johnny,2,A,3,99,coherent,short,NA,13,34,3540.1,"[""<img src=\""jspsych/stimuli/johnny1A8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A3.png\"" width=\""480\"" height=\""270\"">""]",across,88,-21,21
342,1,Sandra,1,A,7,47,Sandra,2,B,5,85,unrelated,short,NA,112,37,2532.7,"[""<img src=\""jspsych/stimuli/sandra1A7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B5.png\"" width=\""480\"" height=\""270\"">""]",across,89,75,75
342,1,Charles,1,D,6,54,Johnny,1,A,6,62,coherent,short,NA,31,7,1677.4,"[""<img src=\""jspsych/stimuli/charles1D6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny1A6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,90,24,24
342,1,Charles,1,E,2,66,Charles,2,A,3,75,mainplot,mainplot,NA,107,8,2083.8,"[""<img src=\""jspsych/stimuli/charles1E2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A3.png\"" width=\""480\"" height=\""270\"">""]",adjacent,91,99,99
342,1,Charles,1,B,5,21,Charles,2,D,5,125,mainplot,long,NA,116,103,5860.7,"[""<img src=\""jspsych/stimuli/charles1B5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D5.png\"" width=\""480\"" height=\""270\"">""]",across,92,13,13
342,1,Melvin,1,A,5,29,Melvin,2,A,5,133,coherent,long,NA,109,103,2275.8,"[""<img src=\""jspsych/stimuli/melvin1A5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2A5.png\"" width=\""480\"" height=\""270\"">""]",across,93,6,6
342,1,Beatrice,1,A,5,13,Beatrice,2,B,5,117,unrelated,long,NA,101,103,1804.7,"[""<img src=\""jspsych/stimuli/beatrice1A5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B5.png\"" width=\""480\"" height=\""270\"">""]",across,94,-2,2
342,1,Sandra,2,B,3,83,Sandra,2,B,8,88,unrelated,short,NA,9,4,3476.8,"[""<img src=\""jspsych/stimuli/sandra2B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B8.png\"" width=\""480\"" height=\""270\"">""]",within,95,5,5
342,1,Johnny,1,A,5,61,Johnny,2,A,3,99,coherent,short,NA,104,37,3780.4,"[""<img src=\""jspsych/stimuli/johnny1A5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A3.png\"" width=\""480\"" height=\""270\"">""]",across,96,67,67
342,1,Johnny,1,A,3,59,Johnny,2,A,4,100,coherent,short,NA,115,40,1811.8,"[""<img src=\""jspsych/stimuli/johnny1A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A4.png\"" width=\""480\"" height=\""270\"">""]",across,97,75,75
342,1,Charles,2,A,8,80,Sandra,2,B,8,88,unrelated,short,NA,68,7,3410.6,"[""<img src=\""jspsych/stimuli/charles2A8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,98,61,61
342,1,Beatrice,1,A,7,15,Beatrice,2,B,2,114,unrelated,long,NA,111,98,2963.5,"[""<img src=\""jspsych/stimuli/beatrice1A7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B2.png\"" width=\""480\"" height=\""270\"">""]",across,99,13,13
342,1,Charles,1,E,8,72,Charles,2,C,8,112,mainplot,short,NA,41,39,2859.8,"[""<img src=\""jspsych/stimuli/charles1E8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C8.png\"" width=\""480\"" height=\""270\"">""]",across,100,2,2
342,1,Melvin,1,A,2,26,Melvin,2,A,5,133,coherent,long,NA,110,106,2725.2,"[""<img src=\""jspsych/stimuli/melvin1A2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2A5.png\"" width=\""480\"" height=\""270\"">""]",across,101,4,4
342,1,Johnny,1,A,8,64,Johnny,2,A,8,104,coherent,short,NA,29,39,3780.3,"[""<img src=\""jspsych/stimuli/johnny1A8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A8.png\"" width=\""480\"" height=\""270\"">""]",across,102,-10,10
342,1,Beatrice,1,A,4,12,Beatrice,2,B,6,118,unrelated,long,NA,108,105,1972,"[""<img src=\""jspsych/stimuli/beatrice1A4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B6.png\"" width=\""480\"" height=\""270\"">""]",across,103,3,3
342,1,Charles,1,D,7,55,Charles,2,B,7,95,mainplot,short,NA,112,39,3404.6,"[""<img src=\""jspsych/stimuli/charles1D7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B7.png\"" width=\""480\"" height=\""270\"">""]",across,104,73,73
342,1,Charles,2,E,4,140,Charles,2,E,7,143,mainplot,mainplot,NA,2,2,2645.3,"[""<img src=\""jspsych/stimuli/charles2E4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E7.png\"" width=\""480\"" height=\""270\"">""]",within,105,0,0
342,1,Charles,1,B,3,19,Charles,1,D,1,49,mainplot,mainplot,NA,27,29,4434.8,"[""<img src=\""jspsych/stimuli/charles1B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1D1.png\"" width=\""480\"" height=\""270\"">""]",random,106,-2,2
342,1,Charles,1,C,5,37,Charles,2,A,5,77,mainplot,short,NA,112,39,8260.4,"[""<img src=\""jspsych/stimuli/charles1C5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A5.png\"" width=\""480\"" height=\""270\"">""]",across,107,73,73
342,1,Johnny,1,A,4,60,Johnny,2,A,2,98,coherent,short,NA,99,37,4156.4,"[""<img src=\""jspsych/stimuli/johnny1A4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A2.png\"" width=\""480\"" height=\""270\"">""]",across,108,62,62
342,1,Charles,1,C,2,34,Charles,2,E,2,138,mainplot,long,NA,101,103,2667.8,"[""<img src=\""jspsych/stimuli/charles1C2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E2.png\"" width=\""480\"" height=\""270\"">""]",across,109,-2,2
342,1,Melvin,1,A,3,27,Melvin,2,A,3,131,coherent,long,NA,99,103,4627.4,"[""<img src=\""jspsych/stimuli/melvin1A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2A3.png\"" width=\""480\"" height=\""270\"">""]",across,110,-4,4
342,1,Melvin,1,A,1,25,Melvin,1,A,6,30,coherent,long,NA,7,4,6259.8,"[""<img src=\""jspsych/stimuli/melvin1A1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin1A6.png\"" width=\""480\"" height=\""270\"">""]",within,111,3,3
342,1,Beatrice,1,A,3,11,Charles,1,B,3,19,unrelated,long,NA,60,7,4115,"[""<img src=\""jspsych/stimuli/beatrice1A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1B3.png\"" width=\""480\"" height=\""270\"">""]",adjacent,112,53,53
342,1,Sandra,1,A,1,41,Sandra,2,B,1,81,unrelated,short,NA,116,39,5443.4,"[""<img src=\""jspsych/stimuli/sandra1A1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B1.png\"" width=\""480\"" height=\""270\"">""]",across,113,77,77
342,1,Charles,1,B,1,17,Melvin,1,A,1,25,coherent,long,NA,27,7,5207.2,"[""<img src=\""jspsych/stimuli/charles1B1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin1A1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,114,20,20
342,1,Melvin,1,A,3,27,Melvin,2,A,7,135,coherent,long,NA,116,107,1996.6,"[""<img src=\""jspsych/stimuli/melvin1A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2A7.png\"" width=\""480\"" height=\""270\"">""]",across,115,9,9
342,1,Melvin,1,A,5,29,Melvin,2,A,7,135,coherent,long,NA,98,105,4339.8,"[""<img src=\""jspsych/stimuli/melvin1A5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2A7.png\"" width=\""480\"" height=\""270\"">""]",across,116,-7,7
342,1,Charles,2,C,3,107,Charles,2,C,5,109,mainplot,mainplot,NA,16,1,4860,"[""<img src=\""jspsych/stimuli/charles2C3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C5.png\"" width=\""480\"" height=\""270\"">""]",within,117,15,15
342,1,Charles,1,E,4,68,Charles,2,A,5,77,mainplot,mainplot,NA,96,8,3370.8,"[""<img src=\""jspsych/stimuli/charles1E4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A5.png\"" width=\""480\"" height=\""270\"">""]",adjacent,118,88,88
342,1,Charles,1,D,2,50,Charles,2,B,2,90,mainplot,short,NA,15,39,3188.6,"[""<img src=\""jspsych/stimuli/charles1D2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B2.png\"" width=\""480\"" height=\""270\"">""]",across,119,-24,24
342,1,Charles,1,A,7,7,Charles,2,C,7,111,mainplot,long,NA,132,103,3332.7,"[""<img src=\""jspsych/stimuli/charles1A7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C7.png\"" width=\""480\"" height=\""270\"">""]",across,120,29,29
342,1,Charles,2,B,6,94,Johnny,2,A,6,102,coherent,short,NA,50,7,4236.5,"[""<img src=\""jspsych/stimuli/charles2B6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,121,43,43
342,1,Charles,1,B,4,20,Charles,2,B,1,89,mainplot,mainplot,NA,46,68,4132.2,"[""<img src=\""jspsych/stimuli/charles1B4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B1.png\"" width=\""480\"" height=\""270\"">""]",random,122,-22,22
342,1,Charles,1,C,5,37,Charles,2,E,5,141,mainplot,long,NA,105,103,1299.6,"[""<img src=\""jspsych/stimuli/charles1C5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E5.png\"" width=\""480\"" height=\""270\"">""]",across,123,2,2
342,1,Melvin,1,A,8,32,Melvin,2,A,3,131,coherent,long,NA,40,98,1340.6,"[""<img src=\""jspsych/stimuli/melvin1A8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2A3.png\"" width=\""480\"" height=\""270\"">""]",across,124,-58,58
342,1,Melvin,2,A,1,129,Charles,2,E,1,137,coherent,long,NA,103,7,1403.8,"[""<img src=\""jspsych/stimuli/melvin2A1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E1.png\"" width=\""480\"" height=\""270\"">""]",adjacent,125,96,96
342,1,Charles,2,B,7,95,Charles,2,C,7,111,mainplot,mainplot,NA,49,15,1843.9,"[""<img src=\""jspsych/stimuli/charles2B7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C7.png\"" width=\""480\"" height=\""270\"">""]",random,126,34,34
342,1,Beatrice,1,A,3,11,Beatrice,1,A,8,16,unrelated,long,NA,11,4,1971.7,"[""<img src=\""jspsych/stimuli/beatrice1A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice1A8.png\"" width=\""480\"" height=\""270\"">""]",within,127,7,7
342,1,Beatrice,2,B,8,120,Charles,2,D,8,128,unrelated,long,NA,131,7,8147.4,"[""<img src=\""jspsych/stimuli/beatrice2B8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2D8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,128,124,124
342,1,Melvin,1,A,7,31,Melvin,2,A,5,133,coherent,long,NA,116,101,2235.4,"[""<img src=\""jspsych/stimuli/melvin1A7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2A5.png\"" width=\""480\"" height=\""270\"">""]",across,129,15,15
342,1,Sandra,1,A,3,43,Sandra,1,A,8,48,unrelated,short,NA,2,4,2700.8,"[""<img src=\""jspsych/stimuli/sandra1A3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra1A8.png\"" width=\""480\"" height=\""270\"">""]",within,130,-2,2
342,1,Charles,1,A,7,7,Charles,1,B,1,17,mainplot,mainplot,NA,19,9,9540.8,"[""<img src=\""jspsych/stimuli/charles1A7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles1B1.png\"" width=\""480\"" height=\""270\"">""]",random,131,10,10
342,1,Charles,1,C,4,36,Charles,2,A,4,76,mainplot,short,NA,114,39,4117.3,"[""<img src=\""jspsych/stimuli/charles1C4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A4.png\"" width=\""480\"" height=\""270\"">""]",across,132,75,75
342,1,Charles,1,E,2,66,Charles,2,C,2,106,mainplot,short,NA,98,39,5083.1,"[""<img src=\""jspsych/stimuli/charles1E2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C2.png\"" width=\""480\"" height=\""270\"">""]",across,133,59,59
342,1,Melvin,2,A,1,129,Melvin,2,A,6,134,coherent,long,NA,9,4,7612.3,"[""<img src=\""jspsych/stimuli/melvin2A1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2A6.png\"" width=\""480\"" height=\""270\"">""]",within,134,5,5
342,1,Sandra,1,A,4,44,Sandra,2,B,6,86,unrelated,short,NA,112,41,2700.6,"[""<img src=\""jspsych/stimuli/sandra1A4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B6.png\"" width=\""480\"" height=\""270\"">""]",across,135,71,71
342,1,Charles,1,A,8,8,Beatrice,1,A,8,16,unrelated,long,NA,36,7,2956.8,"[""<img src=\""jspsych/stimuli/charles1A8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice1A8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,136,29,29
342,1,Johnny,1,A,1,57,Johnny,1,A,6,62,coherent,short,NA,28,4,2139.9,"[""<img src=\""jspsych/stimuli/johnny1A1.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny1A6.png\"" width=\""480\"" height=\""270\"">""]",within,137,24,24
342,1,Johnny,2,A,6,102,Charles,2,C,6,110,coherent,short,NA,12,7,1611.5,"[""<img src=\""jspsych/stimuli/johnny2A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2C6.png\"" width=\""480\"" height=\""270\"">""]",adjacent,138,5,5
342,1,Sandra,1,A,6,46,Sandra,2,B,4,84,unrelated,short,NA,112,37,2387.7,"[""<img src=\""jspsych/stimuli/sandra1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/sandra2B4.png\"" width=\""480\"" height=\""270\"">""]",across,139,75,75
342,1,Beatrice,2,B,3,115,Beatrice,2,B,8,120,unrelated,long,NA,10,4,1885.5,"[""<img src=\""jspsych/stimuli/beatrice2B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B8.png\"" width=\""480\"" height=\""270\"">""]",within,140,6,6
342,1,Johnny,1,A,5,61,Johnny,2,A,5,101,coherent,short,NA,116,39,2276.5,"[""<img src=\""jspsych/stimuli/johnny1A5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/johnny2A5.png\"" width=\""480\"" height=\""270\"">""]",across,141,77,77
342,1,Charles,1,D,4,52,Charles,2,B,4,92,mainplot,short,NA,118,39,7629.1,"[""<img src=\""jspsych/stimuli/charles1D4.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B4.png\"" width=\""480\"" height=\""270\"">""]",across,142,79,79
342,1,Sandra,2,B,3,83,Charles,2,B,3,91,unrelated,short,NA,50,7,5427.6,"[""<img src=\""jspsych/stimuli/sandra2B3.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B3.png\"" width=\""480\"" height=\""270\"">""]",adjacent,143,43,43
342,1,Charles,1,D,2,50,Charles,2,A,1,73,mainplot,mainplot,NA,99,22,2307.5,"[""<img src=\""jspsych/stimuli/charles1D2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A1.png\"" width=\""480\"" height=\""270\"">""]",random,144,77,77
342,1,Charles,1,B,8,24,Charles,2,B,8,96,mainplot,mainplot,NA,121,71,3044.9,"[""<img src=\""jspsych/stimuli/charles1B8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B8.png\"" width=\""480\"" height=\""270\"">""]",random,145,50,50
342,1,Beatrice,1,A,2,10,Beatrice,2,B,5,117,unrelated,long,NA,95,106,2004.2,"[""<img src=\""jspsych/stimuli/beatrice1A2.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B5.png\"" width=\""480\"" height=\""270\"">""]",across,146,-11,11
342,1,Charles,2,D,5,125,Charles,2,E,2,138,mainplot,mainplot,NA,9,12,3907.6,"[""<img src=\""jspsych/stimuli/charles2D5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2E2.png\"" width=\""480\"" height=\""270\"">""]",random,147,-3,3
342,1,Sandra,2,B,8,88,Charles,2,B,8,96,unrelated,short,NA,42,7,4395.5,"[""<img src=\""jspsych/stimuli/sandra2B8.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2B8.png\"" width=\""480\"" height=\""270\"">""]",adjacent,148,35,35
342,1,Melvin,1,A,7,31,Melvin,2,A,7,135,coherent,long,NA,103,103,2844.2,"[""<img src=\""jspsych/stimuli/melvin1A7.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/melvin2A7.png\"" width=\""480\"" height=\""270\"">""]",across,149,0,0
342,1,Beatrice,1,A,6,14,Beatrice,2,B,6,118,unrelated,long,NA,96,103,1389.5,"[""<img src=\""jspsych/stimuli/beatrice1A6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B6.png\"" width=\""480\"" height=\""270\"">""]",across,150,-7,7
342,1,Beatrice,1,A,5,13,Beatrice,2,B,2,114,unrelated,long,NA,111,100,4076.2,"[""<img src=\""jspsych/stimuli/beatrice1A5.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/beatrice2B2.png\"" width=\""480\"" height=\""270\"">""]",across,151,11,11
342,1,Charles,1,E,6,70,Charles,2,A,7,79,mainplot,mainplot,NA,17,8,6868.5,"[""<img src=\""jspsych/stimuli/charles1E6.png\"" width=\""480\"" height=\""270\""> &nbsp <img src=\""jspsych/stimuli/charles2A7.png\"" width=\""480\"" height=\""270\"">""]",adjacent,152,9,9
